image_path,category,filename,valence_score,arousal_score,high_valence,low_valence,high_arousal,low_arousal,valence_class,arousal_class,quadrant,valence_normalized,arousal_normalized,source_dir
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0000_normal.png,normal_grey,texture_0000_normal.png,-0.005126953125,0.0,0.243408203125,0.24853515625,0.2459716796875,0.2459716796875,low,low,low_low,-0.3157894736842105,0.0,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0001_normal.png,normal_grey,texture_0001_normal.png,-0.008056640625,0.0009765625,0.2421875,0.250244140625,0.2467041015625,0.2457275390625,low,high,low_high,-0.49624060150375937,0.13114754098360656,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0002_normal.png,normal_grey,texture_0002_normal.png,-0.009521484375,0.001708984375,0.269287109375,0.27880859375,0.27490234375,0.273193359375,low,high,low_high,-0.5864661654135338,0.22950819672131148,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0003_normal.png,normal_grey,texture_0003_normal.png,-0.00537109375,0.001953125,0.264892578125,0.270263671875,0.2685546875,0.2666015625,low,high,low_high,-0.3308270676691729,0.26229508196721313,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0004_normal.png,normal_grey,texture_0004_normal.png,-0.006103515625,0.000732421875,0.266845703125,0.27294921875,0.270263671875,0.26953125,low,high,low_high,-0.37593984962406013,0.09836065573770492,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0005_normal.png,normal_grey,texture_0005_normal.png,-0.0045166015625,-0.0008544921875,0.2462158203125,0.250732421875,0.248046875,0.2489013671875,low,low,low_low,-0.2781954887218045,-0.11475409836065574,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0006_normal.png,normal_grey,texture_0006_normal.png,-0.005615234375,-0.00390625,0.2548828125,0.260498046875,0.255615234375,0.259521484375,low,low,low_low,-0.3458646616541353,-0.5245901639344263,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0007_normal.png,normal_grey,texture_0007_normal.png,-0.0096435546875,-0.0008544921875,0.2445068359375,0.254150390625,0.2489013671875,0.249755859375,low,low,low_low,-0.5939849624060151,-0.11475409836065574,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0009_normal.png,normal_grey,texture_0009_normal.png,-0.0068359375,0.0009765625,0.252197265625,0.259033203125,0.256103515625,0.255126953125,low,high,low_high,-0.42105263157894735,0.13114754098360656,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0010_normal.png,normal_grey,texture_0010_normal.png,-0.00830078125,-0.002685546875,0.24951171875,0.2578125,0.25244140625,0.255126953125,low,low,low_low,-0.5112781954887218,-0.36065573770491804,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0011_normal.png,normal_grey,texture_0011_normal.png,-0.005859375,0.00341796875,0.2646484375,0.2705078125,0.269287109375,0.265869140625,low,high,low_high,-0.3609022556390977,0.45901639344262296,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0012_normal.png,normal_grey,texture_0012_normal.png,-0.00439453125,-0.00390625,0.255615234375,0.260009765625,0.255859375,0.259765625,low,low,low_low,-0.2706766917293233,-0.5245901639344263,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0013_normal.png,normal_grey,texture_0013_normal.png,-0.0064697265625,-0.00048828125,0.223876953125,0.2303466796875,0.226806640625,0.227294921875,low,low,low_low,-0.39849624060150374,-0.06557377049180328,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0014_normal.png,normal_grey,texture_0014_normal.png,-0.0052490234375,-0.0023193359375,0.2410888671875,0.246337890625,0.2425537109375,0.244873046875,low,low,low_low,-0.3233082706766917,-0.3114754098360656,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0015_normal.png,normal_grey,texture_0015_normal.png,-0.002197265625,-0.0013427734375,0.2320556640625,0.2342529296875,0.2325439453125,0.23388671875,low,low,low_low,-0.13533834586466165,-0.18032786885245902,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0016_normal.png,normal_grey,texture_0016_normal.png,-0.00390625,-0.0008544921875,0.233642578125,0.237548828125,0.2352294921875,0.236083984375,low,low,low_low,-0.24060150375939848,-0.11475409836065574,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0018_normal.png,normal_grey,texture_0018_normal.png,-0.0052490234375,0.0003662109375,0.24462890625,0.2498779296875,0.2474365234375,0.2470703125,low,high,low_high,-0.3233082706766917,0.04918032786885246,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0019_normal.png,normal_grey,texture_0019_normal.png,-0.011962890625,0.001220703125,0.2374267578125,0.2493896484375,0.2440185546875,0.2427978515625,low,high,low_high,-0.7368421052631579,0.16393442622950818,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0020_normal.png,normal_grey,texture_0020_normal.png,-0.0078125,-0.00146484375,0.260009765625,0.267822265625,0.26318359375,0.2646484375,low,low,low_low,-0.48120300751879697,-0.19672131147540983,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0021_normal.png,normal_grey,texture_0021_normal.png,-0.005126953125,-0.003173828125,0.2384033203125,0.2435302734375,0.2393798828125,0.2425537109375,low,low,low_low,-0.3157894736842105,-0.4262295081967213,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0022_normal.png,normal_grey,texture_0022_normal.png,-0.005615234375,-0.001220703125,0.255126953125,0.2607421875,0.25732421875,0.258544921875,low,low,low_low,-0.3458646616541353,-0.16393442622950818,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0023_normal.png,normal_grey,texture_0023_normal.png,-0.00830078125,-0.0009765625,0.257080078125,0.265380859375,0.2607421875,0.26171875,low,low,low_low,-0.5112781954887218,-0.13114754098360656,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0024_normal.png,normal_grey,texture_0024_normal.png,-0.0081787109375,-0.0037841796875,0.23095703125,0.2391357421875,0.233154296875,0.2369384765625,low,low,low_low,-0.5037593984962406,-0.5081967213114754,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0025_normal.png,normal_grey,texture_0025_normal.png,-0.010009765625,-0.001220703125,0.25732421875,0.267333984375,0.26171875,0.262939453125,low,low,low_low,-0.6165413533834586,-0.16393442622950818,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0026_normal.png,normal_grey,texture_0026_normal.png,-0.008056640625,-0.00146484375,0.2413330078125,0.2493896484375,0.24462890625,0.24609375,low,low,low_low,-0.49624060150375937,-0.19672131147540983,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0028_normal.png,normal_grey,texture_0028_normal.png,-0.006103515625,0.0020751953125,0.2451171875,0.251220703125,0.249267578125,0.2471923828125,low,high,low_high,-0.37593984962406013,0.2786885245901639,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0029_normal.png,normal_grey,texture_0029_normal.png,-0.0086669921875,0.0,0.2479248046875,0.256591796875,0.252197265625,0.252197265625,low,low,low_low,-0.5338345864661654,0.0,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0030_normal.png,normal_grey,texture_0030_normal.png,-0.0087890625,-0.003173828125,0.265380859375,0.274169921875,0.268310546875,0.271484375,low,low,low_low,-0.5413533834586466,-0.4262295081967213,normal_grey
